company_name,company_rating,industry,size,type,years_old,location
Sintex Industries,4.1,Industrial Machinery,5k-10k Employees,Public,93,Mumbai
Midc,4.4,Government,1k-5k Employees (Global),Public,60,Mumbai
Idex,3.7,Non-Profit,201-500 Employees,Forbes Global 2000,37,Mumbai
Orient Bell,3.8,Building Material,501-1k Employees,Public,47,Mumbai
Gpt Infraprojects,4.0,Engineering & Construction,1k-5k Employees,Public,44,Mumbai
Jawed Habib Hair & Beauty,4.1,Retail,1k-5k Employees,Public,18,Mumbai
Cable Corporation Of India,3.5,Electronics Manufacturing,501-1k Employees,Public,67,Mumbai
Government Polytechnic Nagpur,4.0,Education & Training,1k-5k Employees,State,110,Mumbai
Pudumjee Paper Products,4.1,Pulp & Paper,501-1k Employees,Public,9,Mumbai
IL&FS Engineering and Construction,4.4,Engineering & Construction,1k-5k Employees,Public,36,Mumbai
Alcatel-Lucent,4.2,Telecom,201-500 Employees,Public,32,Mumbai
PayPal,3.9,FinTech,1k-5k Employees,Forbes Global 2000,26,Mumbai
Surya Roshni,4.1,Real Estate,1k-5k Employees,Public,51,Mumbai
Yalamanchili Software Exports,3.4,Software Product,51-200 Employees,Public,23,Mumbai
Morepen Laboratories,4.1,Pharma,1k-5k Employees,Public,40,Mumbai
GTL,4.2,Hardware & Networking,1k-5k Employees,Public,37,Mumbai
Timken,3.9,Industrial Machinery,1k-5k Employees,Public,26,Mumbai
Pradeep Metals,3.7,Industrial Machinery,51-200 Employees,Public,41,Mumbai
Schreiber Dynamix Dairies,4.4,Electronics Manufacturing,501-1k Employees,Public,31,Mumbai
Seya Industries,3.4,Chemicals,201-500 Employees (Global),Public,34,Mumbai
Honda Cars,4.4,Automobile,5k-10k Employees,Fortune India 500,29,Mumbai
Red FM 93.5,4.1,Broadcasting,501-1k Employees (Global),Public,22,Mumbai
Fredun Pharmaceuticals,3.7,Pharma,201-500 Employees,Public,37,Mumbai
Samunnati Financial Intermediation and Services,4.5,Financial Services,201-500 Employees,Startup,10,Mumbai
Pradeep Metals,3.7,Industrial Machinery,51-200 Employees,Public,41,Mumbai
Schreiber Dynamix Dairies,4.4,Electronics Manufacturing,501-1k Employees,Public,31,Mumbai
Seya Industries,3.4,Chemicals,201-500 Employees (Global),Public,34,Mumbai
JK Tech,3.8,IT Services & Consulting,501-1k Employees,Public,30,Mumbai
Fredun Pharmaceuticals,3.7,Pharma,201-500 Employees,Public,37,Mumbai
Shilpa Medicare,3.6,Pharma,1k-5k Employees,Public,37,Chennai
Cremica Food Industries,4.1,Food Processing,501-1k Employees,Public,46,Chennai
Tlg India,3.8,Software Product,201-500 Employees,Public,52,Gurgaon
Bhagwati Foam Limited,3.5,Furniture & Furnishing,51-200 Employees,Public,17,Mumbai
HSBC Global Banking and Markets,4.1,Banking,10k-50k Employees,Public,33,Mumbai
Emerson Electric Co.,4.2,IT Services & Consulting,5k-10k Employees,Public,134,Mumbai
Barclays Investment Bank,3.9,Banking,50k-1 Lakh Employees (Global),Public,27,Mumbai
Emerson Electric Co.,4.2,IT Services & Consulting,5k-10k Employees,Public,134,Mumbai
Jodo,3.6,FinTech,51-200 Employees,Startup,4,Mumbai
Jodo,3.6,FinTech,51-200 Employees,Startup,4,Mumbai
Baxter International,4.1,Healthcare,1k-5k Employees,Forbes Global 2000,93,Mumbai
Easiloan Techno Solutions,2.6,FinTech,11-50 Employees,Startup,4,Mumbai
Suez Water Technologies and Solutions,4.2,Waste Management,5k-10k Employees,Public,55,Mumbai
Globe Capital Market,3.6,Investment Banking / Venture Capital / Private Equity,1k-5k Employees,Public,40,Mumbai
Hindoostan Mills,3.5,Fashion & Textile,201-500 Employees,Public,151,Mumbai
Globe Capital Market,3.6,Investment Banking / Venture Capital / Private Equity,1k-5k Employees,Public,40,Mumbai
DLF,4.0,Real Estate,501-1k Employees,Public,78,Mumbai
Tulip Telecom,3.1,Telecom,1k-5k Employees,Public,32,Mumbai
Genesis Colors,4.6,Fashion & Textile,1k-5k Employees,Public,26,Mumbai
Bank of America Securities,4.4,Investment Banking / Venture Capital / Private Equity,51-200 Employees,Public,15,Mumbai
Zilingo,4.1,Financial Services,201-500 Employees,Startup,9,Mumbai
Tulip Telecom,3.1,Telecom,1k-5k Employees,Public,32,Mumbai
Vivimed Labs,3.6,Chemicals,501-1k Employees,Public,33,Mumbai
Dolphin Offshore Enterprises (I),3.2,Engineering & Construction,201-500 Employees (Global),Public,45,Mumbai
Sakuma Exports,4.6,Financial Services,501-1k Employees,Public,26,Mumbai
TVF Media Labs,2.5,Internet,51-200 Employees,Startup,9,Mumbai
Narnolia Securities,4.4,Financial Services,1k-5k Employees (Global),Public,27,Mumbai
Akshay Software Technologies,3.8,Recruitment,51-200 Employees,Public,37,Mumbai
Zilingo,4.1,Financial Services,201-500 Employees,Startup,9,Mumbai
Seniority,4.0,Retail,51-200 Employees,Startup,8,Mumbai
Carcrew Technology,2.9,Auto Components,11-50 Employees (Global),Startup,8,Mumbai
Advanced Enzyme Technologies,4.0,Chemicals,201-500 Employees,Public,35,Mumbai
Seniority,4.0,Retail,51-200 Employees,Startup,8,Mumbai
Carcrew Technology,2.9,Auto Components,11-50 Employees (Global),Startup,8,Mumbai
Wow Express,3.0,Internet,201-500 Employees,Startup,9,Mumbai
Wow Express,3.0,Internet,201-500 Employees,Startup,9,Mumbai
Beardsell,3.6,Building Material,501-1k Employees,Public,88,Mumbai
Peachmode,2.6,Internet,51-200 Employees (Global),Startup,11,Mumbai
ITC Wills Lifestyle,4.6,Fashion & Textile,201-500 Employees (Global),Public,114,Mumbai
6Degree,2.5,Fashion & Textile,11-50 Employees,Startup,9,Mumbai
6Degree,2.5,Fashion & Textile,11-50 Employees,Startup,9,Mumbai
Callido Learning,2.7,Education & Training,11-50 Employees,Startup,9,Mumbai
UNIVASTU,3.4,Engineering & Construction,51-200 Employees,Public,15,Mumbai
Courseplay,4.5,Software Product,11-50 Employees,Startup,12,Mumbai
Callido Learning,2.7,Education & Training,11-50 Employees,Startup,9,Mumbai
Gujarat Fluorochemicals,4.1,Chemicals,1k-5k Employees,Fortune India 500,37,Mumbai
Intense Technologies,4.1,IT Services & Consulting,501-1k Employees,Public,34,Mumbai
Sterlite Industries,4.4,Other,201-500 Employees,Public,49,Mumbai
Alfa Laval,3.8,Industrial Machinery,1k-5k Employees,Forbes Global 2000,141,Mumbai
Nissan,4.0,Automobile,10k-50k Employees,Forbes Global 2000,91,Mumbai
Roots Multiclean,4.0,Industrial Machinery,1k-5k Employees,Public,32,Mumbai
Goa Shipyard,3.7,Automobile,1k-5k Employees,Central,67,Mumbai
Finastra,3.9,Software Product,1k-5k Employees,Startup,7,Mumbai
Snowman Logistics,4.1,Logistics,201-500 Employees,Public,28,Mumbai
Sterlite Industries,4.4,Other,201-500 Employees,Public,49,Mumbai
Alfa Laval,3.8,Industrial Machinery,1k-5k Employees,Forbes Global 2000,141,Mumbai
Usha Martin,4.1,Iron & Steel,1k-5k Employees,Public,63,Mumbai
Oriano Clean Energy,4.6,Power,51-200 Employees,Startup,9,Mumbai
Toyota Kirloskar Motor,4.4,Automobile,5k-10k Employees,Fortune India 500,27,Mumbai
Electronica Finance,4.2,NBFC,1k-5k Employees,Public,34,Mumbai
APL Apollo Tubes,3.8,Building Material,1k-5k Employees,Public,38,Mumbai
Varroc Group,3.8,Auto Components,1k-5k Employees,Public,36,Mumbai
Edgistify,4.5,Internet,11-50 Employees,Startup,7,Mumbai
Healthplix Technologies,3.3,Fitness & Wellness,51-200 Employees,Startup,10,Mumbai
Medgenome Labs,3.5,Biotechnology,201-500 Employees,Startup,11,Mumbai
Niveus Solution,3.7,IT Services & Consulting,501-1k Employees,Startup,11,Mumbai
Aditya Birla Chemicals,3.9,Chemicals,201-500 Employees,Public,40,Mumbai
Deepak Nitrite,3.9,Chemicals,1k-5k Employees,Public,54,Mumbai
Zerodha,3.9,FinTech,1k-5k Employees,Public,14,Mumbai
DeHaat,3.7,Agriculture,1k-5k Employees,Startup,5,Mumbai
GMR Group,4.1,Engineering & Construction,10k-50k Employees,Public,46,Mumbai
Meghmani Organics,3.9,Chemicals,501-1k Employees,Public,38,Mumbai
Barclays Global Service Centre,4.0,IT Services & Consulting,201-500 Employees,Fortune India 500,17,Mumbai
BPL,4.3,Consumer Electronics & Appliances,201-500 Employees,Public,61,Mumbai
Oriano Clean Energy,4.6,Power,51-200 Employees,Startup,9,Mumbai
Dover India,3.9,Industrial Machinery,501-1k Employees,Forbes Global 2000,21,Mumbai
Action Construction Equipment,3.8,Industrial Machinery,1k-5k Employees,Public,29,Mumbai
Usha Martin,4.1,Iron & Steel,1k-5k Employees,Public,63,Mumbai
International Flavors & Fragrances,3.8,Chemicals,1k-5k Employees,Forbes Global 2000,191,Mumbai
Toyota Kirloskar Motor,4.4,Automobile,5k-10k Employees,Fortune India 500,27,Mumbai
Engineering Projects,3.9,Engineering & Construction,1k-5k Employees,Central,54,Mumbai
Palo Alto Networks,3.8,IT Services & Consulting,1k-5k Employees,Public,19,Mumbai
Modicare,4.4,Beauty & Personal Care,51-200 Employees,Public,28,Mumbai
Electronica Finance,4.2,NBFC,1k-5k Employees,Public,34,Mumbai
Meghmani Organics,3.9,Chemicals,501-1k Employees,Public,38,Mumbai
Palo Alto Networks,3.8,IT Services & Consulting,1k-5k Employees,Public,19,Mumbai
Engineering Projects,3.9,Engineering & Construction,1k-5k Employees,Central,54,Mumbai
Artson Engineering,4.0,Engineering & Construction,201-500 Employees,Public,46,Mumbai
Snowman Logistics,4.1,Logistics,201-500 Employees,Public,28,Mumbai
Goa Shipyard,3.7,Automobile,1k-5k Employees,Central,67,Mumbai
ESAB,4.2,Industrial Machinery,501-1k Employees,Public,37,Mumbai
Dev Information Technology,3.9,IT Services & Consulting,501-1k Employees,Public,27,Mumbai
Barclays Global Service Centre,4.0,IT Services & Consulting,201-500 Employees,Fortune India 500,17,Chennai
GMR Group,4.1,Engineering & Construction,10k-50k Employees,Public,46,Chennai
TALENTEDGE,3.4,EdTech,201-500 Employees,Startup,12,Pune
Wells Fargo,4.0,Financial Services,10k-50k Employees,Public,172,Chennai
Aditya Birla Chemicals,3.9,Chemicals,201-500 Employees,Public,40,Chennai
Deepak Nitrite,3.9,Chemicals,1k-5k Employees,Public,54,Vadodara
Broadridge Financial Solutions,4.0,FinTech,5k-10k Employees,Forbes Global 2000,17,Mumbai
Vivriti Capital,4.0,Financial Services,201-500 Employees,Startup,7,Mumbai
Gujarat Heavy Chemicals,4.0,Chemicals,1k-5k Employees,Public,41,Mumbai
Clarivate,3.9,Analytics & KPO,1k-5k Employees,Public,8,Mumbai
Sinch,4.1,Internet,501-1k Employees,Startup,11,Mumbai
Bhageria Industries,3.6,Chemicals,201-500 Employees,Public,35,Mumbai
Saudi Electricity Company,4.4,Power,201-500 Employees,Forbes Global 2000,24,Mumbai
Venky's,3.7,FMCG,5k-10k Employees,Public,48,Mumbai
Vivriti Capital,4.0,Financial Services,201-500 Employees,Startup,7,Mumbai
Gujarat Heavy Chemicals,4.0,Chemicals,1k-5k Employees,Public,41,Mumbai
Clarivate,3.9,Analytics & KPO,1k-5k Employees,Public,8,Mumbai
Broadridge Financial Solutions,4.0,FinTech,5k-10k Employees,Forbes Global 2000,17,Mumbai
Yaantra,3.7,Internet,501-1k Employees,Startup,11,Mumbai
NOVA,3.4,Chemicals,11-50 Employees,Public,25,Mumbai
Amara Raja Energy & Mobility,4.3,Auto Components,5k-10k Employees,Fortune India 500,39,Mumbai
Amara Raja Group,4.2,Auto Components,5k-10k Employees,Public,39,Mumbai
Paras Dairy,3.6,FMCG,501-1k Employees,Public,37,Mumbai
Modicare,4.4,Beauty & Personal Care,51-200 Employees,Public,28,Mumbai
SMARTe,3.6,IT Services & Consulting,201-500 Employees,Startup,10,Mumbai
Edgistify,4.5,Internet,11-50 Employees,Startup,7,Mumbai
Risland India,3.4,Real Estate,201-500 Employees,Forbes Global 2000,7,Mumbai
BizzSetu,4.3,Software Product,11-50 Employees,Startup,2,Mumbai
Lactose,3.4,Pharma,11-50 Employees,Public,33,Mumbai
BT Group,4.1,Telecom,10k-50k Employees,Forbes Global 2000,178,Mumbai
Employees State Insurance Corporation,3.6,Insurance,1-10 Employees,Public,72,Mumbai
NOVA,3.4,Chemicals,11-50 Employees,Public,25,Mumbai
AgriBazaar,3.2,Internet,51-200 Employees,Public,7,Mumbai
Northern Trust Operating Services,4.1,Financial Services,5k-10k Employees,Forbes Global 2000,135,Mumbai
3F Industries,3.9,Food Processing,1k-5k Employees,Public,64,Mumbai
Abu Dhabi Commercial Bank,3.8,Banking,201-500 Employees,Forbes Global 2000,39,Mumbai
Sepio Products,4.1,Internet,51-200 Employees,Startup,8,Mumbai
Physicswallah,3.8,EdTech,10k-50k Employees,Indian Unicorn,5,Mumbai
Siti Networks,4.0,Media & Entertainment,201-500 Employees,Public,30,Mumbai
Allengers Medical Systems,3.2,Medical Equipment,1k-5k Employees,Public,37,Mumbai
Rotork Controls,3.6,Industrial Machinery,201-500 Employees,Public,67,Mumbai
AURO LABORATORIES,3.6,Pharma,51-200 Employees,Public,32,Mumbai
Test Yantra Software Solutions,3.4,IT Services & Consulting,1k-5k Employees,Public,17,Mumbai
Oxyzo Financial Services,3.9,Financial Services,201-500 Employees,Indian Unicorn,8,Mumbai
Finolex Cables,3.9,Electrical Equipment,1k-5k Employees,Public,68,Mumbai
Zoomcar,3.7,Internet,1k-5k Employees,Startup,12,Mumbai
TinyOwl,4.1,Internet,501-1k Employees (Global),Startup,10,Mumbai
Panoramic Universal,1.8,IT Services & Consulting,201-500 Employees,Public,27,Mumbai
Century Textiles and Industries,4.4,Pulp & Paper,1k-5k Employees,Fortune India 500,127,Mumbai
Wyeth,4.0,Pharma,10k-50k Employees (Global),Public,77,Mumbai
Wyeth,4.0,Pharma,10k-50k Employees (Global),Public,77,Mumbai
Diligent Media Corporation,2.5,Printing & Publishing,201-500 Employees,Public,23,Mumbai
AEON,4.7,Printing & Publishing,1 Lakh+ Employees (Global),Forbes Global 2000,37,Mumbai
TRANZACT,1.6,Internet,11-50 Employees,Startup,8,Mumbai
My Mobile Payments,4.0,FinTech,1k-5k Employees,Public,14,Mumbai
Eurotex Industries & Exports,4.4,Fashion & Textile,201-500 Employees,Public,37,Mumbai
Orbit Corporation,4.9,Gaming,51-200 Employees (Global),Public,24,Mumbai
AEON,4.7,Printing & Publishing,1 Lakh+ Employees (Global),Forbes Global 2000,37,Mumbai
TRANZACT,1.6,Internet,11-50 Employees,Startup,8,Mumbai
Diligent Media Corporation,2.5,Printing & Publishing,201-500 Employees,Public,23,Mumbai
Orbit Corporation,4.9,Gaming,51-200 Employees (Global),Public,24,Mumbai
My Mobile Payments,4.0,FinTech,1k-5k Employees,Public,14,Mumbai
A.G. Enterprises,4.3,Electrical Equipment,11-50 Employees,Startup,3,Mumbai
MultiLiving Technologies,3.1,Internet,51-200 Employees,Startup,5,Mumbai
Orbo.ai,1.6,Internet,11-50 Employees,Startup,7,Mumbai
Tamilnad Mercantile Bank,3.0,Banking,1k-5k Employees,Fortune India 500,103,Mumbai
LT Foods,4.1,Food Processing,1k-5k Employees,Public,34,Mumbai
Dainik Jagran,3.7,Printing & Publishing,1k-5k Employees,Public,82,Mumbai
SNL Bearings,4.0,Industrial Machinery,51-200 Employees,Public,41,Mumbai
Jaypee Hotels,3.7,Hospitality,501-1k Employees,Public,44,Agra
TTEC India,3.8,BPO,1k-5k Employees,Public,40,Ahmedabad
Affordplan,3.2,FinTech,201-500 Employees,Startup,8,Gurgaon
Wep Solutions India,3.6,IT Services & Consulting,201-500 Employees,Public,29,Bangalore
Telenor,4.5,Telecom,501-1k Employees,Forbes Global 2000,15,Lucknow
Emirates NBD,3.9,Banking,201-500 Employees,Public,61,Dubai
Applied Materials,4.0,Semiconductors,5k-10k Employees,Forbes Global 2000,22,Bangalore
ITI,3.7,Hardware & Networking,1k-5k Employees,Central,76,Mumbai
National Insurance Company,4.2,Insurance,5k-10k Employees,Central,118,Mumbai
Samvardhana Motherson Group,3.8,Auto Components,1k-5k Employees,Public,38,Mumbai
Sun TV Network,3.8,Media & Entertainment,1k-5k Employees,Public,31,Mumbai
Henkel,4.1,Chemicals,501-1k Employees,Forbes Global 2000,59,Mumbai
Jain Irrigation Systems,4.0,Agriculture,5k-10k Employees,Public,61,Mumbai
Rockwell Automation,4.1,Industrial Automation,1k-5k Employees,Forbes Global 2000,121,Mumbai
Invesco,4.0,Financial Services,1k-5k Employees,Forbes Global 2000,89,Mumbai
Xylem Water Solutions,4.0,Waste Management,501-1k Employees,Forbes Global 2000,13,Chennai
Sical Logistics,3.8,Logistics,201-500 Employees,Public,69,Mumbai
Tube Investments of India,4.0,Engineering & Construction,1k-5k Employees,Public,75,Mumbai
Adobe,4.2,Software Product,5k-10k Employees,Public,27,Mumbai
AT&T,4.2,Telecom,5k-10k Employees,Forbes Global 2000,41,Mumbai
Visaka Industries,4.1,Building Material,1k-5k Employees,Public,43,Mumbai
Goodyear,4.0,Auto Components,501-1k Employees,Public,126,Mumbai
ABIL Group,4.2,Real Estate,1k-5k Employees,Conglomerate,45,Mumbai
Mitsubishi Electric,4.2,Electronics Manufacturing,501-1k Employees,Forbes Global 2000,103,Mumbai
UNI Klinger,4.0,Industrial Machinery,51-200 Employees,Public,41,Mumbai
Karza Technologies,4.4,IT Services & Consulting,201-500 Employees,Startup,9,Mumbai
GigIndia,3.7,Internet,201-500 Employees,Startup,8,Mumbai
Paisalo Digital,3.9,NBFC,51-200 Employees,Public,32,Mumbai
Hercules Hoists,3.5,Industrial Machinery,51-200 Employees,Public,62,Mumbai
Nxtra Data,4.1,IT Services & Consulting,51-200 Employees,Public,11,Mumbai
CENTRUM HOUSING FINANCE,3.5,Financial Services,51-200 Employees,Public,8,Mumbai
Jupiter Money,3.5,FinTech,501-1k Employees,Startup,5,Mumbai
Nirma,4.3,FMCG,10k-50k Employees,Fortune India 500,34,Mumbai
Indian Terrain Fashions,4.1,Fashion & Textile,201-500 Employees,Public,24,Mumbai
Pharmed,3.9,Pharma,1k-5k Employees,Public,78,Mumbai
Accel Limited,3.9,IT Services & Consulting,1k-5k Employees,Public,33,Mumbai
Military Engineer Services,4.5,Engineering & Construction,51-200 Employees,Public,101,Mumbai
Tonetag,3.5,Internet,51-200 Employees,Startup,10,Mumbai
Vogo Automotive,4.0,Internet,51-200 Employees,Startup,8,Mumbai
Tube Investments of India,4.0,Engineering & Construction,1k-5k Employees,Public,75,Mumbai
ABIL Group,4.2,Real Estate,1k-5k Employees,Conglomerate,45,Mumbai
Mitsubishi Electric,4.2,Electronics Manufacturing,501-1k Employees,Forbes Global 2000,103,Mumbai
Credit Fair,3.5,Financial Services,11-50 Employees,Startup,6,Mumbai
Sical Logistics,3.8,Logistics,201-500 Employees,Public,69,Mumbai
LIXIL,4.0,Building Material,501-1k Employees,Public,17,Chennai
Utkal Alumina International,4.0,Chemicals,11-50 Employees,Public,31,Rayagada
Mahindra Two Wheelers,4.0,Automobile,501-1k Employees,Public,16,Pithampur
AAFT Online,4.4,EdTech,51-200 Employees,Startup,4,Gurgaon
AeonX Digital,4.2,IT Services & Consulting,51-200 Employees,Startup,4,Bhuj
Loop Health,3.0,Software Product,201-500 Employees,Startup,6,Mumbai
SNL Bearings,4.0,Industrial Machinery,51-200 Employees,Public,41,Mumbai
Tonetag,3.5,Internet,51-200 Employees,Startup,10,Mumbai
Vogo Automotive,4.0,Internet,51-200 Employees,Startup,8,Mumbai
Accel Limited,3.9,IT Services & Consulting,1k-5k Employees,Public,33,Mumbai
Haldia Petrochemicals,3.8,Petrochemicals,1k-5k Employees,State,39,Mumbai
Yum!,4.1,Hospitality,501-1k Employees,Forbes Global 2000,27,Mumbai
Dainik Jagran,3.7,Printing & Publishing,1k-5k Employees,Public,82,Mumbai
Pharmed,3.9,Pharma,1k-5k Employees,Public,78,Mumbai
Boston Scientific,4.1,Healthcare,201-500 Employees,Forbes Global 2000,45,Mumbai
Jupiter Money,3.5,FinTech,501-1k Employees,Startup,5,Mumbai
Jaypee Hotels,3.7,Hospitality,501-1k Employees,Public,44,Mumbai
Cowrks,3.8,Real Estate,51-200 Employees,Startup,8,Mumbai
AirAsia,3.6,Aviation,1k-5k Employees,Public,11,Mumbai
JetSynthesys,2.7,IT Services & Consulting,201-500 Employees,Startup,12,Mumbai
Zee News,3.8,Broadcasting,10k-50k Employees,Public,25,Mumbai
HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
Paytm,3.5,FinTech,10k-50k Employees,Public,14,Noida
Ericsson,4.3,Telecom,10k-50k Employees,Forbes Global 2000,148,Stockholm
Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
Info Edge,4.0,Internet,5k-10k Employees,Public,29,Noida
Subros,4.0,Auto Components,1k-5k Employees,Public,39,Noida
Samvardhana Motherson Group,3.8,Auto Components,1k-5k Employees,Public,38,Noida
Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
BYJU'S,3.1,EdTech,10k-50k Employees,Indian Unicorn,13,Bangalore
Samsung,4.1,Consumer Electronics & Appliances,50k-1 Lakh Employees,Public,55,Seoul
Sopra Steria,4.0,IT Services & Consulting,5k-10k Employees,Conglomerate,56,Paris
Cogent E Services,3.3,BPO,10k-50k Employees,Conglomerate,20,Noida
