company_name,company_rating,industry,size,type,years_old,location
Borgwarner Emission System,4.1,Auto Components,1k-5k Employees,Forbes Global 2000,96,Chennai
Uncia Technologies,3.9,Software Product,51-200 Employees,Startup,4,Chennai
VLCC,3.7,Beauty & Personal Care,1k-5k Employees,Conglomerate,35,Chennai
Baxter International,4.1,Healthcare,1k-5k Employees,Forbes Global 2000,93,Chennai
Metropolitan Transport Corporation,4.0,Urban Transport,51-200 Employees,State,52,Chennai
TARV TECHNOLOGIES,4.1,IT Services & Consulting,501-1k Employees,Public,17,Chennai
Taizo.in,4.9,Recruitment,11-50 Employees,Startup,6,Chennai
AVTEC,3.8,Auto Components,1k-5k Employees,Conglomerate,19,Chennai
Mankind Pharma,4.1,Pharma,10k-50k Employees,Fortune India 500,29,Chennai
Applied Materials,4.0,Semiconductors,5k-10k Employees,Forbes Global 2000,22,Chennai
Central Institute of Plastics Engineering & Technology,3.9,Education & Training,51-200 Employees,Public,56,Chennai
Kalpataru Power Transmission,4.2,Engineering & Construction,1k-5k Employees,Public,43,Chennai
Volkswagen,4.2,Automobile,1k-5k Employees,Forbes Global 2000,23,Chennai
Mastek,3.7,IT Services & Consulting,1k-5k Employees,Public,42,Chennai
ICRA,3.1,Financial Services,201-500 Employees,Public,33,Chennai
National Informatics Centre,4.2,Government,1k-5k Employees,Central,48,Chennai
Kamachi Group,3.7,Iron & Steel,1-10 Employees,Public,46,Chennai
Applied Data Finance,4.0,FinTech,201-500 Employees,Startup,10,Chennai
Future Supply Chain Solutions,4.4,Logistics,1k-5k Employees,Public,18,Chennai
Castrol,4.3,Petrochemicals,501-1k Employees,Public,125,Chennai
Lemon Tree Hotels,4.2,Hospitality,5k-10k Employees,Public,22,Chennai
Somany Ceramics,4.3,Building Material,1k-5k Employees,Public,56,Chennai
Lava International,4.1,Consumer Electronics & Appliances,1k-5k Employees,Public,15,Chennai
Patanjali Foods,4.0,FMCG,5k-10k Employees,Public,38,Chennai
Ivrcl Infrastructures & Projects,4.3,Engineering & Construction,1k-5k Employees,Public,37,Chennai
Yethi Consulting,3.4,IT Services & Consulting,501-1k Employees,Startup,11,Chennai
PNB Housing Finance,3.9,Financial Services,1k-5k Employees,Public,36,Chennai
AirAsia,3.6,Aviation,1k-5k Employees,Public,11,Chennai
JTEKT,4.2,Auto Components,1k-5k Employees,Public,18,Chennai
Bharat IT Services,3.2,IT Services & Consulting,501-1k Employees,Public,28,Chennai
Kamachi Group,3.7,Iron & Steel,1-10 Employees,Public,46,Chennai
IppoPay,3.9,Financial Services,501-1k Employees,Startup,4,Chennai
Patanjali Foods,4.0,FMCG,5k-10k Employees,Public,38,Chennai
Spencer's Retail,3.9,Retail,1k-5k Employees,Public,161,Chennai
ZTE Corporation,4.0,Telecom,201-500 Employees,Forbes Global 2000,21,Chennai
ZTE Corporation,4.0,Telecom,201-500 Employees,Forbes Global 2000,21,Chennai
Loyal Textile Mills,3.5,Fashion & Textile,1k-5k Employees,Public,78,Chennai
VOIZ,4.4,BPO,201-500 Employees,Startup,2,Chennai
NeoGrowth Credit,3.7,NBFC,501-1k Employees,Startup,11,Chennai
Walsons Facility Solutions,4.0,Recruitment,5k-10k Employees,Conglomerate,28,Chennai
Test Yantra Software Solutions,3.4,IT Services & Consulting,1k-5k Employees,Public,17,Chennai
IdeaRX Services,4.2,Internet,51-200 Employees,Startup,8,Chennai
Unicharm,4.2,Beauty & Personal Care,1k-5k Employees,Forbes Global 2000,63,Chennai
PropTiger.com,4.2,Internet,1k-5k Employees,Startup,13,Chennai
TeleCMI,4.7,Telecom,11-50 Employees,Startup,8,Chennai
Everonn Education,4.9,Education & Training,5k-10k Employees (Global),Public,37,Chennai
Hyring,4.7,Software Product,11-50 Employees,Startup,2,Chennai
Hyring,4.7,Software Product,11-50 Employees,Startup,2,Chennai
Ipca Laboratories,4.0,Pharma,10k-50k Employees,Public,75,Chennai
Vertiv,4.0,IT Services & Consulting,51-200 Employees (Global),Startup,8,Chennai
Aviva Life Insurance India,3.6,Insurance,1k-5k Employees,Forbes Global 2000,328,Chennai
Torrent Pharmaceuticals,4.0,Pharma,10k-50k Employees,Public,53,Chennai
BillDesk,3.4,FinTech,201-500 Employees (Global),Public,24,Mumbai
Shriram Housing Finance,4.0,Financial Services,501-1k Employees,Public,14,Mumbai
Freight Systems,3.9,Ports & Shipping,501-1k Employees,Public,36,Mumbai
Fresenius Medical Care,3.9,Healthcare,201-500 Employees,Public,28,Mumbai
FTC Solar,4.0,Internet,51-200 Employees,Startup,7,Chennai
Toppr,3.4,EdTech,1k-5k Employees,Startup,11,Chennai
Quikr,3.9,Internet,1k-5k Employees,Indian Unicorn,16,Chennai
Tata Consumer Products,3.9,FMCG,1k-5k Employees,Public,62,Chennai
Polycab Wires,4.1,Electrical Equipment,1k-5k Employees,Fortune India 500,28,Chennai
Dentsu Aegis Network,3.5,Marketing & Advertising,1k-5k Employees,Conglomerate,35,Chennai
Sintex Industries,4.1,Industrial Machinery,5k-10k Employees,Public,93,Chennai
Bsa Corporation,3.7,Auto Components,10k-50k Employees,Public,24,Chennai
Power Mech Projects,3.9,Engineering & Construction,1k-5k Employees,Public,17,Chennai
Imperial Auto Industries,3.8,Auto Components,1k-5k Employees,Public,55,Chennai
Vertiv,4.0,IT Services & Consulting,51-200 Employees (Global),Startup,8,Chennai
VMware Software,4.5,Software Product,5k-10k Employees,Forbes Global 2000,26,Chennai
Cyber Heals,4.5,Emerging Technologies,11-50 Employees,Startup,3,Chennai
Everi India,3.6,IT Services & Consulting,51-200 Employees,Public,9,Chennai
Tidel Park,4.1,Real Estate,11-50 Employees,Public,24,Chennai
Vertex,4.1,Pharma,501-1k Employees,Conglomerate,35,Chennai
Corestack,3.0,Internet,11-50 Employees,Startup,8,Chennai
Reckitt Benckiser,4.0,FMCG,1k-5k Employees,Conglomerate,25,Chennai
Power Mech Projects,3.9,Engineering & Construction,1k-5k Employees,Public,17,Chennai
FabHotels,3.1,Hospitality,501-1k Employees,Startup,10,Chennai
SATHLOKHAR SYNERGYS,3.9,Real Estate,51-200 Employees (Global),Public,16,Chennai
Barclays Investment Bank,3.9,Banking,50k-1 Lakh Employees (Global),Public,27,Chennai
Reckitt Benckiser,4.0,FMCG,1k-5k Employees,Conglomerate,25,Chennai
Merino Industries,2.7,Furniture & Furnishing,1k-5k Employees,Public,56,Chennai
CMR Green Technologies,3.9,Metals & Mining,1k-5k Employees,Public,18,Chennai
Carnival Cruise Lines,4.5,Sports & Recreation,1k-5k Employees,Public,52,Chennai
Religare,3.9,Financial Services,1k-5k Employees,Public,40,Chennai
Deutsche Bank,4.0,Banking,10k-50k Employees,Fortune India 500,154,Chennai
Deccan Chronicle Holdings,4.4,Printing & Publishing,201-500 Employees,Public,94,Chennai
WEGOT Utility Solutions,2.3,Emerging Technologies,51-200 Employees,Startup,9,Chennai
Thirumalai Chemicals,4.0,Chemicals,501-1k Employees,Public,51,Ranipet
Nucleus Software Exports,3.6,Software Product,1k-5k Employees,Public,38,Mumbai
Alp Consulting,3.3,Recruitment,201-500 Employees,Public,28,Mumbai
Tata Chemicals,4.2,Chemicals,1k-5k Employees,Public,85,Mumbai
Orient Technologies,3.9,IT Services & Consulting,1k-5k Employees,Forbes Global 2000,32,Mumbai
Indian Navy,4.6,Defence & Aerospace,50k-1 Lakh Employees,Central,74,Mumbai
Cadila Pharmaceuticals,3.6,Pharma,5k-10k Employees,Public,73,Mumbai
Toshiba,4.0,Industrial Machinery,201-500 Employees,Forbes Global 2000,149,Mumbai
Intex Technologies,3.7,Consumer Electronics & Appliances,1k-5k Employees,Public,28,Mumbai
Lupin,4.1,Pharma,1k-5k Employees,Public,56,Chennai
Wockhardt,3.9,Pharma,5k-10k Employees,Public,25,Chennai
Inox Leisure,4.1,Media & Entertainment,1k-5k Employees,Public,25,Chennai
Nxtra Data,4.1,IT Services & Consulting,51-200 Employees,Public,11,Chennai
ITSource Technologies,3.1,IT Services & Consulting,201-500 Employees,Public,26,Chennai
Ge India Industrial,4.3,Industrial Machinery,201-500 Employees,Conglomerate,122,Chennai
Keyence,4.3,Internet,11-50 Employees,Forbes Global 2000,50,Chennai
VRL Logistics,4.0,Logistics,10k-50k Employees,Public,41,Chennai
A2Z Infraservices,4.0,Facility Management Services,201-500 Employees,Public,22,Chennai
GMR Group,4.1,Engineering & Construction,10k-50k Employees,Public,46,Chennai
Nucleus Software Exports,3.6,Software Product,1k-5k Employees,Public,38,Chennai
Ather Energy,4.1,Automobile,1k-5k Employees,Startup,11,Chennai
Indian Navy,4.6,Defence & Aerospace,50k-1 Lakh Employees,Central,74,Chennai
Alp Consulting,3.3,Recruitment,201-500 Employees,Public,28,Chennai
Tata Chemicals,4.2,Chemicals,1k-5k Employees,Public,85,Chennai
Orient Technologies,3.9,IT Services & Consulting,1k-5k Employees,Forbes Global 2000,32,Chennai
Pondy Oxides and Chemicals,4.1,Chemicals / Agri Inputs,501-1k Employees,Public,29,Chennai
Xforia Technologies,4.4,Recruitment,51-200 Employees,Startup,6,Chennai
Nayara Energy,4.3,Petrochemicals,1k-5k Employees,Fortune India 500,35,Chennai
Honda Cars,4.4,Automobile,5k-10k Employees,Fortune India 500,29,Chennai
Blackbuck Insights,4.0,IT Services & Consulting,201-500 Employees,Startup,8,Chennai
Great Learning,3.7,EdTech,1k-5k Employees,Startup,11,Chennai
Maximl Labs,3.3,Internet,51-200 Employees,Startup,8,Chennai
Risland India,3.4,Real Estate,201-500 Employees,Forbes Global 2000,7,Chennai
NTT Global Networks,4.1,IT Services & Consulting,501-1k Employees,Public,5,Chennai
Great Learning,3.7,EdTech,1k-5k Employees,Startup,11,Chennai
Maximl Labs,3.3,Internet,51-200 Employees,Startup,8,Chennai
AceMicromatic Group,4.4,Industrial Machinery,501-1k Employees,Public,45,Mumbai
Marks & Spencer,4.0,Retail,1k-5k Employees,Forbes Global 2000,140,Mumbai
Toyota Tsusho,4.0,Metals & Mining,501-1k Employees,Public,25,Mumbai
Rapid Acceleration Partners,3.5,Software Product,51-200 Employees,Startup,7,Chennai
Rane Holdings,4.2,Auto Components,51-200 Employees,Public,95,Chennai
Ziffity,4.4,Internet,11-50 Employees,Startup,10,Chennai
8KMiles Software Services,2.3,IT Services & Consulting,501-1k Employees (Global),Public,17,Chennai
TenderCuts,4.0,Internet,201-500 Employees,Startup,8,Chennai
Thrise,4.5,Internet,11-50 Employees,Startup,4,Chennai
Gemini Communication,4.2,IT Services & Consulting,11-50 Employees,Public,29,Chennai
Reliance Home Finance,4.5,NBFC,501-1k Employees,Public,16,Chennai
Novo Nordisk,4.1,Pharma,1k-5k Employees,Forbes Global 2000,101,Chennai
InCred Finance,4.0,NBFC,1k-5k Employees,Indian Unicorn,8,Chennai
AT&T,4.2,Telecom,5k-10k Employees,Forbes Global 2000,41,Chennai
Central Reserve Police Force,4.6,Government,1 Lakh+ Employees,Central,85,Chennai
Lakshmi Machine Works,4.0,Industrial Machinery,1k-5k Employees,Public,62,Chennai
Kraft Heinz Company,4.2,Food Processing,501-1k Employees,Forbes Global 2000,30,Chennai
Lakme,4.3,Beauty & Personal Care,201-500 Employees,Public,44,Chennai
Crio.Do,3.7,EdTech,501-1k Employees,Startup,6,Chennai
Prakash Industries,3.6,Metals & Mining,501-1k Employees,Public,44,Chennai
Prakash Industries,3.6,Metals & Mining,501-1k Employees,Public,44,Chennai
Elixr Labs Technologies,4.6,IT Services & Consulting,51-200 Employees,Startup,3,Chennai
RITES,4.0,Engineering & Construction,1k-5k Employees,Central,50,Chennai
Alcatel-Lucent,4.2,Telecom,201-500 Employees,Public,32,Chennai
DISH TV,3.6,Broadcasting,201-500 Employees,Public,21,Chennai
Jindal Steel and Power,4.0,Iron & Steel,5k-10k Employees,Fortune India 500,45,Chennai
Dynamatic Technologies,3.8,Auto Components,1k-5k Employees,Public,51,Chennai
OnePlus,4.1,Consumer Electronics & Appliances,1k-5k Employees,Public,11,Chennai
Rupeek,3.7,FinTech,1k-5k Employees,Startup,9,Chennai
Dr Lal PathLabs,4.2,Healthcare,1k-5k Employees,Public,75,Chennai
TAJSATS AIR CATERING,4.1,Hospitality,51-200 Employees,Public,48,Chennai
Pearl Global Industries,3.9,Fashion & Textile,501-1k Employees,Public,37,Chennai
Smartworks,3.4,Real Estate,201-500 Employees,Startup,8,Chennai
United Breweries,3.9,Beverage,1k-5k Employees,Public,167,Chennai
FastInfo,4.3,EdTech,501-1k Employees,Startup,5,Chennai
Bluestone.com,3.8,Jewellery,501-1k Employees,Startup,13,Chennai
Cult.fit,3.8,Fitness & Wellness,1k-5k Employees,Indian Unicorn,8,Chennai
Brigade Group,4.2,Real Estate,501-1k Employees,Public,38,Chennai
Alembic Pharmaceuticals,4.1,Pharma,10k-50k Employees,Public,117,Chennai
Zoomcar,3.7,Internet,1k-5k Employees,Startup,12,Chennai
Marsh McLennan,4.1,Management Consulting,5k-10k Employees,Forbes Global 2000,153,Chennai
Eris Lifesciences,3.8,Pharma,1k-5k Employees,Public,17,Chennai
Geometric,3.2,Software Product,5k-10k Employees (Global),Public,40,Chennai
Tecpro Systems,3.7,Industrial Machinery,1k-5k Employees (Global),Public,34,Chennai
Agnice Fire Protection,3.1,Engineering & Construction,201-500 Employees,Public,29,Chennai
Empee Distilleries,3.7,Beverage,11-50 Employees,Public,41,Chennai
Tecpro Systems,3.7,Industrial Machinery,1k-5k Employees (Global),Public,34,Chennai
Empee Distilleries,3.7,Beverage,11-50 Employees,Public,41,Chennai
Fincover,4.9,Financial Services,51-200 Employees,Startup,4,Chennai
Shinhan Bank,3.5,Banking,51-200 Employees,Public,42,Chennai
Jindal Stainless,4.3,Iron & Steel,1k-5k Employees,Public,54,Chennai
Alcon,3.7,Medical Equipment,1k-5k Employees,Public,79,Chennai
Prism Johnson,4.0,Building Material,1k-5k Employees,Public,32,Chennai
You Broadband,3.7,Telecom,1k-5k Employees,Public,23,Chennai
Airtel Payments Bank,4.2,FinTech,501-1k Employees,Public,8,Chennai
Nykaa,3.5,Internet,1k-5k Employees,Public,12,Chennai
Page Industries,4.2,Fashion & Textile,10k-50k Employees,Public,30,Chennai
Ofbusiness,3.1,Internet,1k-5k Employees,Indian Unicorn,9,Chennai
Levi Strauss & Co.,4.5,Fashion & Textile,1k-5k Employees,Public,171,Chennai
Marico,4.1,FMCG,1k-5k Employees,Public,36,Chennai
Coca-Cola Company,4.3,Beverage,5k-10k Employees,Forbes Global 2000,138,Chennai
Sonata Software,3.7,IT Services & Consulting,1k-5k Employees,Public,38,Chennai
Punj Lloyd,4.4,Engineering & Construction,5k-10k Employees,Public,42,Chennai
Srei Equipment Finance,4.5,Financial Services,1k-5k Employees,Public,35,Chennai
Shinhan Bank,3.5,Banking,51-200 Employees,Public,42,Chennai
V-Trans,4.1,Logistics,1k-5k Employees,Public,66,Chennai
Snowman Logistics,4.1,Logistics,201-500 Employees,Public,28,Chennai
Supreme Petrochem,4.0,Chemicals,201-500 Employees,Public,31,Chennai
Apollo Clinic,4.0,Healthcare,201-500 Employees,Public,22,Chennai
Legrand,3.7,Electrical Equipment,1k-5k Employees,Forbes Global 2000,164,Chennai
Prism Johnson,4.0,Building Material,1k-5k Employees,Public,32,Chennai
Kalyan Jewellers,4.7,Jewellery,5k-10k Employees,Fortune India 500,31,Chennai
Eicher Motors,4.2,Automobile,5k-10k Employees,Public,42,Hyderabad
Milkbasket,3.8,Internet,501-1k Employees,Startup,9,Hyderabad
Kalyan Jewellers,4.7,Jewellery,5k-10k Employees,Fortune India 500,31,Chennai
Milkbasket,3.8,Internet,501-1k Employees,Startup,9,Chennai
R Systems International,3.4,IT Services & Consulting,1k-5k Employees,Public,31,Chennai
Sterlite Technologies,3.8,Hardware & Networking,1k-5k Employees,Public,36,Chennai
Greenply,4.0,Furniture & Furnishing,1k-5k Employees,Public,40,Chennai
Future Retail,4.3,Retail,10k-50k Employees,Public,37,Chennai
Club Oxygen,4.2,Hospitality,201-500 Employees,Public,6,Chennai
myTVS Parts & Accessories,3.5,Auto Components,201-500 Employees,Startup,17,Chennai
Tekplay Systems,2.8,IT Services & Consulting,51-200 Employees,Public,24,Chennai
Cummins,4.4,Industrial Machinery,1k-5k Employees,Fortune India 500,105,Chennai
Mitosis Technologies,3.7,IT Services & Consulting,51-200 Employees,Startup,11,Chennai
SP Robotic Works,4.0,Emerging Technologies,11-50 Employees,Startup,12,Chennai
Borg Warner Morse Tec,4.5,Auto Components,51-200 Employees,Public,96,Chennai
Reliance Smart,4.2,Retail,5k-10k Employees,Public,18,Chennai
Pearson,4.1,Education & Training,10k-50k Employees (Global),Conglomerate,180,Chennai
Wapcos,3.6,Engineering & Construction,1k-5k Employees,State,55,Chennai
Emcure Pharmaceuticals,3.8,Pharma,5k-10k Employees,Fortune India 500,43,Chennai
Relyon Softech,4.0,Software Product,501-1k Employees,Public,23,Chennai
SKF,4.0,Auto Components,1k-5k Employees,Public,101,Chennai
Samsung SDS,3.5,IT Services & Consulting,1k-5k Employees,Forbes Global 2000,39,Chennai
Kirloskar Oil Engines,4.2,Industrial Machinery,1k-5k Employees,Public,78,Chennai
Wapcos,3.6,Engineering & Construction,1k-5k Employees,State,55,Chennai
Reliance Smart,4.2,Retail,5k-10k Employees,Public,18,Chennai
USV,4.1,Pharma,1k-5k Employees,Fortune India 500,63,Chennai
MakeMyTrip,3.7,Internet,5k-10k Employees,Public,24,Chennai
Atlas Copco,4.3,Industrial Machinery,1k-5k Employees,Public,151,Chennai
Allergan,3.8,Healthcare,1k-5k Employees,Forbes Global 2000,11,Chennai
Tata AutoComp Systems,3.9,Auto Components,1k-5k Employees,Public,29,Chennai
Gem Granites,3.9,Internet,51-200 Employees,Startup,7,Chennai
ABC Bearings,4.1,Auto Components,201-500 Employees,Public,63,Chennai
Atlas Copco,4.3,Industrial Machinery,1k-5k Employees,Public,151,Chennai
MakeMyTrip,3.7,Internet,5k-10k Employees,Public,24,Chennai
ABC Bearings,4.1,Auto Components,201-500 Employees,Public,63,Chennai
Paytm Payments Bank,4.0,FinTech,1k-5k Employees,Public,8,Chennai
Punjab National Bank,4.1,Banking,1 Lakh+ Employees,Fortune India 500,130,Chennai
Emcure Pharmaceuticals,3.8,Pharma,5k-10k Employees,Fortune India 500,43,Chennai
Tata AutoComp Systems,3.9,Auto Components,1k-5k Employees,Public,29,Chennai
Housing.com,3.8,Internet,1k-5k Employees,Startup,12,Chennai
Bank of India,4.0,Banking,50k-1 Lakh Employees,Fortune India 500,118,Chennai
Gem Granites,3.9,Internet,51-200 Employees,Startup,7,Chennai
Saregama India,4.1,Media & Entertainment,201-500 Employees,Public,123,Chennai
Gujarat Heavy Chemicals,4.0,Chemicals,1k-5k Employees,Public,41,Chennai
Licious,3.8,Internet,1k-5k Employees,Indian Unicorn,9,Chennai
Allergan,3.8,Healthcare,1k-5k Employees,Forbes Global 2000,11,Chennai
Wilco Source,4.0,IT Services & Consulting,11-50 Employees,Startup,10,Chennai
Vedantu,3.4,EdTech,1k-5k Employees,Indian Unicorn,13,Chennai
National Polyplast,3.7,Petrochemicals,51-200 Employees,Public,49,Chennai
HLL Lifecare,3.7,Healthcare,1k-5k Employees,Central,58,Chennai
Philips Innovation Campus,3.9,Healthcare,1k-5k Employees,Public,26,Chennai
Vedantu,3.4,EdTech,1k-5k Employees,Indian Unicorn,13,Chennai
National Polyplast,3.7,Petrochemicals,51-200 Employees,Public,49,Chennai
Vectrus,3.6,Defence & Aerospace,51-200 Employees,Public,79,Chennai
Excel Engineers,3.3,Industrial Machinery,51-200 Employees,Public,37,Chennai
ASM Technologies,3.7,Engineering & Construction,1k-5k Employees,Public,32,Chennai
WPP,3.6,Marketing & Advertising,501-1k Employees,Forbes Global 2000,39,Chennai
NxtWave,3.9,EdTech,1k-5k Employees,Startup,4,Chennai
Pace Automation,4.6,Hardware & Networking,51-200 Employees,Public,35,Chennai
Orix Auto Infrastructure Services,4.4,Logistics,201-500 Employees,Public,29,Chennai
Capacit'e Infraprojects,3.6,Engineering & Construction,1k-5k Employees,Public,12,Chennai
Megha Engineering & Infrastructures,4.0,Engineering & Construction,5k-10k Employees,Conglomerate,35,Chennai
Thomson Reuters,4.2,Software Product,5k-10k Employees,Forbes Global 2000,16,Chennai
ElasticRun,3.4,Logistics,1k-5k Employees,Indian Unicorn,8,Chennai
Adani Group,4.0,Power,10k-50k Employees,Public,36,Chennai
Intelsat,4.2,Telecom,11-50 Employees,Public,60,Chennai
Intelsat,4.2,Telecom,11-50 Employees,Public,60,Chennai
Metawallah,4.9,Internet,51-200 Employees,Startup,3,Chennai
BDO,3.5,Accounting & Auditing,5k-10k Employees,Public,61,Chennai
Anora Semiconductor Labs,3.5,Semiconductors,201-500 Employees (Global),Startup,16,Chennai
Videocon d2h,3.9,Internet,501-1k Employees,Public,15,Chennai
Learning Links Foundation,3.9,Non-Profit,501-1k Employees,Public,22,Mumbai
myGate,3.3,Law Enforcement & Security,1k-5k Employees,Startup,8,Mumbai
UBS,3.9,Investment Banking / Venture Capital / Private Equity,5k-10k Employees,Forbes Global 2000,9,Chennai
BASF,4.5,Chemicals,1k-5k Employees,Fortune India 500,81,Chennai
Urban Ladder,3.8,Furniture & Furnishing,501-1k Employees,Startup,12,Chennai
LetsTransport,3.4,Logistics,501-1k Employees,Startup,9,Chennai
BDO,3.5,Accounting & Auditing,5k-10k Employees,Public,61,Chennai
Kendriya Vidyalaya Sangathan,4.4,Education & Training,10k-50k Employees,Public,61,Chennai
myGate,3.3,Law Enforcement & Security,1k-5k Employees,Startup,8,Chennai
Anora Semiconductor Labs,3.5,Semiconductors,201-500 Employees (Global),Startup,16,Chennai
Learning Links Foundation,3.9,Non-Profit,501-1k Employees,Public,22,Chennai
Videocon d2h,3.9,Internet,501-1k Employees,Public,15,Chennai
Kaya Skin Clinic,4.1,Beauty & Personal Care,501-1k Employees,Public,21,Chennai
The Indian Hotels Company,4.2,Hospitality,10k-50k Employees,Fortune India 500,125,Chennai
3M,4.3,Electronics Manufacturing,1k-5k Employees,Public,37,Chennai
ECIL,4.1,Electronics Manufacturing,1k-5k Employees,Public,57,Chennai
Orange Business,4.3,IT Services & Consulting,1k-5k Employees,Forbes Global 2000,32,Chennai
Mitsubishi Electric,4.2,Electronics Manufacturing,501-1k Employees,Forbes Global 2000,103,Chennai
Fabheads Automation,4.3,Internet,11-50 Employees,Startup,9,Chennai
Nestaway,4.0,Internet,201-500 Employees,Startup,9,Bangalore
Safari Industries India,4.2,Fashion & Textile,501-1k Employees,Public,50,Chennai
Prism Johnson Limited - RMC (India) Division,4.1,Building Material,501-1k Employees,Public,28,Chennai
Patanjali Ayurved,3.2,FMCG,1k-5k Employees,Fortune India 500,18,Chennai
Zensar Technologies,3.8,IT Services & Consulting,5k-10k Employees,Public,23,Chennai
Ador Welding,4.0,Industrial Machinery,501-1k Employees,Public,73,Chennai
Uniproducts,3.8,Auto Components,51-200 Employees,Public,42,Chennai
Machino Polymers,3.4,Petrochemicals,501-1k Employees,Public,29,Chennai
Securitas,4.0,Law Enforcement & Security,10k-50k Employees,Forbes Global 2000,90,Chennai
Tulsyan Nec,4.4,Building Material,1k-5k Employees,Public,77,Chennai
SYSKA LED Lights,2.9,Consumer Electronics & Appliances,1k-5k Employees (Global),Startup,12,Chennai
FMC,4.2,Agro Chemicals,1k-5k Employees,Forbes Global 2000,15,Chennai
Spinircle,3.0,Internet,51-200 Employees,Startup,10,Chennai
Maruti Service Masters,4.1,Automobile,201-500 Employees,Public,25,Mumbai
Prestige Estates Projects,4.5,Real Estate,1k-5k Employees,Public,38,Chennai
Maruti Service Masters,4.1,Automobile,201-500 Employees,Public,25,Chennai
Consolidated Contractors,4.5,Engineering & Construction,1k-5k Employees,Public,72,Chennai
SFL,4.2,Auto Components,1k-5k Employees (Global),Public,62,Chennai
Adani Wilmar,4.2,FMCG,1k-5k Employees,Public,25,Chennai
Rajiv Gandhi College of Engineering,4.4,Education & Training,51-200 Employees,Public,23,Chennai
APPL Industries,3.7,Chemicals,201-500 Employees,Public,33,Chennai
Sri Hema Infotech,4.4,IT Services & Consulting,11-50 Employees (Global),Public,20,Chennai
WayCool Foods Chennai DC,4.1,Internet,1k-5k Employees,Startup,9,Chennai
Sri Hema Infotech,4.4,IT Services & Consulting,11-50 Employees (Global),Public,20,Chennai
Brio Bliss Life Science,4.0,Internet,51-200 Employees (Global),Startup,12,Chennai
BTree Systems,4.9,Education & Training,11-50 Employees,Startup,5,Chennai
Forward,5.0,Internet,11-50 Employees,Startup,2,Chennai
ZustPe,3.7,FinTech,1-10 Employees,Startup,2,Chennai
Ashoka Buildcon,4.1,Engineering & Construction,1k-5k Employees,Public,48,Chennai
Tata Realty and Infrastructure,4.0,Real Estate,501-1k Employees,Public,17,Chennai
Go First,3.7,Aviation,1k-5k Employees,Public,19,Chennai
Swaraj Tractors,4.2,Automobile,1k-5k Employees,Conglomerate,62,Chennai
UCO Bank,3.6,Banking,10k-50k Employees,Public,81,Chennai
HARMAN,3.9,Consumer Electronics & Appliances,5k-10k Employees,Public,15,Chennai
India Nippon Electricals,4.1,Auto Components,501-1k Employees,Public,40,Chennai
Jtekt Sona Automotive India,4.0,Auto Components,51-200 Employees,Public,17,Chennai
PSL,4.0,Industrial Machinery,501-1k Employees,Public,37,Chennai
Godfrey Phillips India,4.1,FMCG,501-1k Employees,Public,91,Chennai
Allied Digital Services,3.5,IT Services & Consulting,1k-5k Employees,Public,29,Chennai
MTR Foods,4.2,FMCG,1k-5k Employees,Forbes Global 2000,100,Chennai
Mold-Tek Technologies,3.6,IT Services & Consulting,1k-5k Employees,Public,38,Chennai
ASSA ABLOY,3.7,Real Estate,51-200 Employees,Public,19,Chennai
Control Print,3.9,Consumer Electronics & Appliances,501-1k Employees,Public,33,Chennai
Satya MicroCapital,3.8,Financial Services,1k-5k Employees,Public,8,Chennai
Ugro Capital,3.8,NBFC,1k-5k Employees,Public,31,Chennai
Confidence Petroleum India,3.5,Oil & Gas,501-1k Employees,Public,27,Chennai
Cuemath,3.8,EdTech,1k-5k Employees,Startup,11,Chennai
Ruloans,3.8,Financial Services,51-200 Employees (Global),Public,28,Chennai
Satin Creditcare Network,4.1,NBFC,5k-10k Employees,Public,34,Chennai
Hindustan Motors,3.9,Automobile,51-200 Employees,Public,82,Chennai
PCS Technology,4.5,IT Services & Consulting,1k-5k Employees,Public,43,Chennai
Confidence Petroleum India,3.5,Oil & Gas,501-1k Employees,Public,27,Chennai
Time Technoplast,3.8,Petrochemicals,1k-5k Employees,Public,32,Chennai
HARMAN,3.9,Consumer Electronics & Appliances,5k-10k Employees,Public,15,Chennai
Swaraj Tractors,4.2,Automobile,1k-5k Employees,Conglomerate,62,Chennai
Ramky Infrastructure,4.2,Engineering & Construction,501-1k Employees,Public,30,Chennai
LivQuik Technology,3.9,Financial Services,51-200 Employees,Startup,12,Mumbai
Guidewire Software,4.7,Software Product,201-500 Employees,Public,23,Chennai
Kovai Medical Center and Hospital,4.1,Healthcare,201-500 Employees,Public,39,Chennai
Wakefit,4.2,Furniture & Furnishing,1k-5k Employees,Startup,8,Chennai
Tanla Platforms,3.5,Software Product,501-1k Employees,Public,25,Chennai
Elgi Ultra Industries,4.1,Consumer Electronics & Appliances,51-200 Employees,Public,41,Chennai
CNH,4.2,Automobile,1k-5k Employees,Public,11,Chennai
TCNS Clothing Company,4.1,Fashion & Textile,501-1k Employees,Public,23,Chennai
Ruloans,3.8,Financial Services,51-200 Employees (Global),Public,28,Chennai
Cuemath,3.8,EdTech,1k-5k Employees,Startup,11,Chennai
Mold-Tek Technologies,3.6,IT Services & Consulting,1k-5k Employees,Public,38,Chennai
Cure foods,3.9,Fitness & Wellness,501-1k Employees,Startup,8,Chennai
